num_crit,dur.,dirLike,actLike,gross,title,vote,castLike,facePoster,review,budget,year,target_variable
153,88,92,31000,32014289,Scary Movie 5 ,50337,34319,8,177,20000000,2013,0
9,101,326,326,0,Animal Kingdom: Let's go Ape ,590,488,0,5,0,2015,0
218,98,15000,15000,35565975,Larry Crowne ,49205,16827,0,184,30000000,2011,1
136,97,31,2000,6923891,Take Me Home Tonight ,43867,5519,4,83,23000000,2011,1
16,100,12,245,982214,Slam ,1976,295,0,51,1000000,1998,2
44,105,0,745,37440,Rudderless ,12672,1986,1,60,5000000,2014,2
181,81,670,486,7267324,Run Lola Run ,161471,623,1,709,3500000,1998,2
162,98,24,381,14400000,Halloween III: Season of the Witch ,28589,684,0,532,2500000,1982,0
12,91,10,924,0,Straight A's ,3605,2654,3,20,2000000,2013,1
166,129,468,919,37567440,Conan the Barbarian ,113068,2024,0,337,20000000,1982,1
1,68,2,142,0,Open Secret ,67,354,3,9,0,1948,2
156,94,52,567,59573085,My Big Fat Greek Wedding 2 ,13562,2259,10,103,18000000,2016,1
237,123,610,10000,215397307,Mission: Impossible II ,242188,11930,0,1426,125000000,2000,1
169,80,10,11000,77413017,March of the Penguins ,45984,11218,0,331,8000000,2005,2
20,145,278,13000,0,F.I.S.T. ,5561,14735,2,35,11000000,1978,1
39,85,2,911,11827301,Breakin' All the Rules ,4247,1345,1,26,0,2004,1
12,93,10,397,0,Goddess of Love ,522,546,0,5,0,2015,1
225,109,187,818,214966,The Killer Inside Me ,28483,1813,0,176,13000000,2010,1
78,96,38,363,198407,Sherrybaby ,10282,774,1,78,2000000,2006,1
194,94,116,645,213079163,Austin Powers in Goldmember ,162909,2725,2,795,63000000,2002,1
99,80,2,6000,71442,Ernest & Celestine ,12029,6829,0,32,9600000,2012,2
150,124,78,6,439162,Akira ,106160,28,0,430,1100000000,1988,2
141,107,15,17000,50461335,If I Stay ,83893,20466,3,132,11000000,2014,1
355,111,214,10000,56692,The Road ,177401,23566,2,504,25000000,2009,2
163,91,77,1000,128200012,Robots ,103022,1804,1,269,75000000,2005,1
177,87,750,745,9003011,Mad Max 2: The Road Warrior ,133966,1396,0,294,2000000,1981,2
37,85,12,354,12701880,The Pirates Who Don't Do Anything: A VeggieTales Movie ,2037,568,0,22,15000000,2008,1
239,111,39,16000,35754555,Trouble with the Curve ,47954,17871,0,150,0,2012,1
17,86,892,603,0,In the Name of the King: The Last Job ,1285,854,1,10,3500000,2014,0
71,92,23,460,25590119,Crocodile Dundee in Los Angeles ,19699,1315,0,119,21150000,2001,0
53,152,541,773,14873,Major Dundee ,5294,2888,2,67,3800000,1965,1
126,89,0,628,7764027,Bad Words ,38459,2061,0,119,10000000,2013,1
81,98,143,302,15464026,Loser ,23076,1189,2,158,20000000,2000,1
166,97,17,158,32600000,Friday the 13th: The Final Chapter ,29488,467,0,326,1800000,1984,1
11,105,6,723,8508843,Troop Beverly Hills ,7470,2368,1,35,18000000,1989,1
132,116,41,11000,30013346,Hollywood Homicide ,31293,14028,2,254,75000000,2003,1
204,117,221,11000,103028109,Just Go with It ,172878,16325,1,203,80000000,2011,1
49,104,71,1000,1789892,Clay Pigeons ,9494,1795,1,109,8000000,1998,1
205,85,52,1000,12610731,Jason X ,38985,3050,1,673,11000000,2001,0
47,92,14,789,50024083,Under Siege 2: Dark Territory ,35918,2318,1,126,60000000,1995,1
103,93,190,364,3419967,Metallica Through the Never ,13359,1083,0,56,0,2013,2
83,89,23,839,15102127,"The Goods: Live Hard, Sell Hard ",17790,3973,5,59,0,2009,1
34,95,7,2000,0,Barry Munday ,3443,3648,2,20,0,2010,1
10,97,0,918,0,Show Me ,369,1163,0,5,900000,2004,1
40,99,0,782,14358033,Memoirs of an Invisible Man ,17365,2125,2,66,40000000,1992,1
125,206,0,433,70405498,JFK ,113472,698,1,442,40000000,1991,2
19,80,799,3000,0,Farce of the Penguins ,4322,10727,0,47,0,2006,0
30,121,62,883,0,Tom Jones ,8508,1371,1,56,1000000,1963,1
65,112,58,617,0,Hud ,15277,1141,0,120,2500000,1963,2
290,108,13000,606,32000000,Psycho ,422432,1885,2,1040,806947,1960,2
122,88,0,2000,112692062,Spy Kids ,84325,4499,0,205,35000000,2001,1
55,115,293,49000,135014968,Patch Adams ,80580,74382,1,375,50000000,1998,1
153,126,13000,920,162831698,Batman Returns ,215255,2899,0,610,80000000,1992,2
62,117,101,13000,24944213,Kingpin ,63459,16937,2,185,27000000,1996,1
403,123,508,34000,337103873,The Hunger Games: Mockingjay - Part 1 ,305008,81385,1,591,125000000,2014,1
154,93,11000,11000,39200000,Annie Hall ,192940,12691,0,491,4000000,1977,2
173,107,153,11000,137340146,Click ,246492,12700,1,685,70000000,2006,1
95,97,8,423,17000000,Kingdom of the Spiders ,3274,516,0,84,500000,1977,1
56,139,17000,554,32000000,The Age of Innocence ,36267,1068,3,150,30000000,1993,2
75,90,234,552,241816,George Washington ,6246,642,0,76,42000,2000,2
206,104,50,5000,25040293,The Forbidden Kingdom ,88049,7247,0,279,55000000,2008,1
44,111,197,755,0,High School Musical 2 ,39786,3009,5,162,7000000,2007,0
165,109,65,798,78845130,The Purge: Election Year ,17596,2480,1,94,10000000,2016,1
51,88,6,2000,8460990,Legends of Oz: Dorothy's Return ,5116,6946,1,54,70000000,2013,1
11,114,9,159,1001437,Ruby in Paradise ,2039,423,1,28,800000,1993,2
17,112,12,33000,13134,The Slaughter Rule ,2004,35294,2,32,500000,2002,1
66,104,170,736,4273372,Glitter ,19412,1854,1,308,22000000,2001,0
130,113,34,10000,14268533,Criminal ,17319,10910,2,100,31500000,2016,1
177,100,11,23000,20285518,Brick Mansions ,32103,25387,2,112,28000000,2014,1
211,105,500,11000,20338609,A Prairie Home Companion ,19655,12946,8,280,10000000,2006,1
113,116,165,577,102678089,The General's Daughter ,42705,2321,0,274,95000000,1999,1
123,109,309,1000,74484168,Four Brothers ,109894,2740,3,340,45000000,2005,1
232,104,335,114,1487477,Night Watch ,47097,206,0,310,4200000,2004,1
61,197,176,924,46300000,"It's a Mad, Mad, Mad, Mad World ",29323,4109,0,344,9400000,1963,2
233,216,17000,29000,77679638,Gangs of New York ,314033,47657,3,1166,100000000,2002,2
299,124,335,14000,34180954,The Reader ,189812,14504,0,370,32000000,2008,2
0,127,2,2,0,Insomnia Manica ,16,2,0,3,500000,2005,1
232,99,101,1000,15071514,The Invasion ,65037,2323,2,273,80000000,2007,1
421,98,475,1000,223806889,WALL·E ,718837,2975,0,1043,180000000,2008,2
169,103,134,804,0,Singin' in the Rain ,150020,2510,0,568,2540800,1952,2
400,144,258,6000,167007184,Casino Royale ,470501,9125,1,2301,150000000,2006,2
529,105,81,11000,176740650,Rise of the Planet of the Apes ,403836,13118,0,646,93000000,2011,2
172,137,79,27000,1206135,Child 44 ,40568,27666,3,185,50000000,2015,1
92,107,521,773,768045,Bloody Sunday ,19732,976,0,120,2000000,2002,2
141,97,6,22000,107225164,The Angry Birds Movie ,27130,24350,0,126,73000000,2016,1
46,90,7,87000,52166,Trucker ,2792,89263,3,22,2000000,2008,1
188,108,43,691,0,Antiviral ,9356,1962,0,47,3200000,2012,1
45,96,37,801,81200000,Police Academy ,87739,3113,0,133,4500000,1984,1
68,98,36,10000,117190,Wild Target ,29994,11770,4,86,8000000,2010,1
178,93,45,9000,25857987,Æon Flux ,110614,10185,0,532,62000000,2005,1
21,98,70,876,1953732,The Clan of the Cave Bear ,4996,1351,0,62,15000000,1986,1
85,220,0,13000,15527125,All the Pretty Horses ,11388,15006,2,183,57000000,2000,1
291,122,210,22000,17237244,A Most Wanted Man ,57210,22574,3,158,15000000,2014,1
160,123,130,826,59699513,Secretariat ,20827,2259,0,136,35000000,2010,2
118,101,30,1000,93307796,Two Weeks Notice ,85673,2636,2,269,60000000,2002,1
39,99,34,388,110000,Dinner Rush ,4359,1156,1,73,0,2000,2
84,53,141,141,274661,Taxi to the Dark Side ,10564,313,0,40,1000000,2007,2
225,109,763,812,61280963,The Cell ,79877,2474,1,677,33000000,2000,1
150,87,12,3000,32178777,The Love Guru ,43300,6658,6,250,62000000,2008,0
185,138,438,12000,130727000,The Silence of the Lambs ,887467,13184,0,916,19000000,1991,2
19,81,7,412,0,The Timber ,1274,1020,1,17,2100000,2015,1
1,120,28,544,0,Godzilla Resurgence ,374,699,0,13,0,2016,2
39,93,21,763,0,The Veil ,4146,2651,2,29,4000000,2016,0
95,89,0,12,0,Lake Mungo ,9465,29,0,85,1400000,2008,1
208,106,31,33000,2694973,Half Nelson ,70885,33734,2,189,700000,2006,2
15,79,157,4000,4350774,PCU ,10476,4908,3,52,8000000,1994,1
311,87,13,463,40990055,The Last Exorcism ,41509,1958,0,300,1800000,2010,1
96,106,61,907,32645546,Because of Winn-Dixie ,8427,3462,5,88,14000000,2005,1
154,104,0,4000,40064955,The Faculty ,92074,12170,1,502,15000000,1998,1
221,94,53,386,347578,Teeth ,34556,1511,1,161,0,2007,1
49,92,5,22000,26000610,The Adventures of Rocky & Bullwinkle ,16611,28050,0,197,76000000,2000,0
71,105,96,509,35811509,Shine ,43013,888,0,104,5500000,1996,2
91,121,9,1000,0,Ironclad ,34338,3287,2,103,25000000,2011,1
8,94,13,1000,0,Mooz-Lum ,919,3288,1,14,0,2010,1
157,116,51,11000,36931089,That's My Boy ,70681,16484,2,198,70000000,2012,1
285,139,13000,13000,70269171,Rocky Balboa ,162130,15111,0,962,24000000,2006,2
27,118,0,26000,46451,Ca$h ,7663,27756,2,38,7000000,2010,1
9,88,19,795,0,Dawn Patrol ,455,2497,0,13,3500000,2014,0
153,92,35,19000,83348920,Penguins of Madagascar ,60230,19963,0,118,132000000,2014,1
331,95,464,23000,32391374,500 Days of Summer ,376600,54075,43,494,7500000,2009,2
101,84,50,979,140015224,Stuart Little ,94172,3382,0,179,133000000,1999,1
253,97,545,14000,60128566,Resident Evil: Afterlife ,131447,16098,1,410,60000000,2010,1
289,118,43,740,150368971,We're the Millers ,316671,3425,4,301,37000000,2013,2
80,80,3,108,0,The Dark Hours ,4788,272,0,52,500000,2005,1
120,152,34,804,43650000,West Side Story ,71919,1802,0,316,6000000,1961,2
52,117,425,13000,85300000,Stripes ,48629,27378,1,134,10000000,1981,1
355,109,453,15000,40983001,End of Watch ,181025,27788,2,336,7000000,2012,2
129,99,800,49000,221210,World's Greatest Dad ,31964,50542,1,129,0,2009,1
124,112,0,805,7837632,The Ice Storm ,46396,1466,0,287,18000000,1997,2
21,89,23,1000,8119205,A Simple Wish ,4288,5535,3,21,28000000,1997,1
101,99,9,975,38048637,Urban Legend ,47814,3500,4,426,14000000,1998,1
47,84,2,15000,5002310,Bubble Boy ,25541,18864,0,181,13000000,2001,1
152,99,89,962,1007535,Damsels in Distress ,7625,2452,5,54,0,2011,1
27,88,22,174,9286314,Stone Cold ,4972,583,1,62,17000000,1991,1
0,65,0,770,0,Towering Inferno             ,10,1125,2,0,0,0,2
27,104,0,2,32631,Sisters in Law ,291,2,1,8,0,2005,2
144,88,27,742,17768000,Halloween 4: The Return of Michael Myers ,29629,1136,0,374,5000000,1988,1
35,103,5,1000,0,Zipper ,4091,3408,0,20,4500000,2015,1
149,101,51,446,20772796,Whale Rider ,34232,497,1,346,6000000,2002,2
218,109,101,13000,86208010,Dumb and Dumber To ,97045,16179,1,285,35000000,2014,1
2,100,3,1000,0,Four Single Fathers ,118,2890,0,1,3000000,2009,1
268,132,16000,16000,100422786,Million Dollar Baby ,482064,28830,1,1106,30000000,2004,2
94,125,603,10000,0,A Streetcar Named Desire ,78454,10570,0,233,1800000,1951,2
225,105,68,635,92401,I Spit on Your Grave ,56402,2423,0,209,2000000,2010,1
71,98,89,88,2938208,Metropolitan ,7143,173,1,52,225000,1990,2
81,110,798,580,0,Loose Cannons ,8667,662,9,29,0,2010,2
11,93,3,1000,13960203,How to Be a Player ,2301,2939,2,15,0,1997,1
490,143,1000,29000,144812796,The Great Gatsby ,362933,29769,4,753,105000000,2013,2
142,87,85,311,33244684,Child's Play ,62038,760,0,281,9000000,1988,1
90,103,31,12000,26870825,Stick It ,22604,14903,3,124,0,2006,1
194,90,120,41,2957978,Man on Wire ,40481,68,0,134,1000000,2008,2
6,88,0,978,15059,Trade of Innocents ,748,1443,2,8,0,2012,1
9,102,329,611,4239767,Men with Brooms ,3709,1834,3,83,7500000,2002,1
280,95,0,569,952620,Diary of the Dead ,40800,1797,0,332,2000000,2007,1
8,60,0,1000,0,Animal Kingdom             ,3673,3026,0,23,0,0,2
105,125,159,3000,18306166,The Four Feathers ,28130,3142,2,215,35000000,2002,1
157,115,0,85,5383834,Amores Perros ,173551,318,0,361,2000000,2000,2
33,93,14,1000,29247405,Spice World ,28377,2176,1,261,25000000,1997,0
195,101,40,2000,28687835,Untraceable ,40964,3612,1,245,35000000,2008,1
45,83,5,971,100491683,The Rugrats Movie ,14005,3438,0,67,24000000,1998,1
91,87,31,1000,133103929,Alvin and the Chipmunks: Chipwrecked ,22838,4073,0,56,75000000,2011,0
198,89,66,137000,31691811,Quarantine ,57446,140268,0,369,12000000,2008,1
66,93,0,12000,39177541,The Adventures of Sharkboy and Lavagirl 3-D ,20310,14899,1,177,50000000,2005,0
39,45,0,898,0,Sleepy Hollow             ,49049,1430,0,110,0,0,2
204,94,122,23000,1082044,The Machinist ,281649,24994,0,458,5000000,2004,2
121,106,162,21,4581222,Touching the Void ,26926,29,0,156,0,2003,2
169,188,503,10000,134218018,Superman ,126357,12940,0,497,55000000,1978,2
405,125,102,15000,83299761,Saving Mr. Banks ,117719,19809,2,306,35000000,2013,2
172,130,545,722,26616590,Event Horizon ,120416,2525,0,857,60000000,1997,1
112,94,0,820,0,Days of Heaven ,37594,1618,0,181,3000000,1978,2
274,100,35,10000,28637507,28 Weeks Later ,212167,11471,1,713,15000000,2007,2
78,91,29,861,27087695,Joe Dirt ,41664,2543,0,205,17700000,2001,1
173,99,16000,16000,2812029,Reservoir Dogs ,664719,28994,0,931,1200000,1992,2
198,98,66,3000,42592530,Krampus ,29867,4567,0,181,15000000,2015,1
54,105,49,680,21160089,ATL ,8522,1538,0,92,0,2006,1
343,156,0,891,105219735,Robin Hood ,211765,3244,0,546,200000000,2010,1
55,100,8,1000,23222861,Agent Cody Banks 2: Destination London ,11092,3742,4,44,26000000,2004,0
240,121,0,19000,22518325,The Black Dahlia ,63363,22833,0,644,50000000,2006,1
260,100,35,12000,22525921,The Incredible Burt Wonderstone ,60596,32094,4,158,30000000,2013,1
127,95,63,23000,38120554,Treasure Planet ,71527,26940,0,217,140000000,2002,2
61,100,0,5,1227508,Slacker ,15103,5,0,80,23000,1991,2
139,101,221,12000,133668525,Grown Ups 2 ,107817,39269,4,255,80000000,2013,1
313,151,563,40000,423032628,Pirates of the Caribbean: Dead Man's Chest ,522040,48486,2,1832,225000000,2006,2
95,83,224,224,0,Black Rock ,6531,344,1,47,0,2012,0
111,93,16,567,4919896,Birthday Girl ,21530,1775,1,159,13000000,2001,1
130,92,165,26000,0,Wild Card ,36487,29773,0,114,30000000,2015,1
17,116,24,183,0,Partition ,2223,428,2,27,10000000,2007,2
345,86,387,962,4063238,Frances Ha ,43982,2260,0,139,0,2012,2
45,97,96,13000,63408614,Tango & Cash ,75365,14432,1,149,55000000,1989,1
5,43,0,778,0,Rush Hour             ,2185,2255,2,30,0,0,1
26,75,15,1000,32230907,Kevin Hart: Let Me Explain ,6062,1385,0,30,2500000,2013,1
149,101,176,3000,12987647,The Quiet American ,24019,3431,2,199,30000000,2002,2
263,79,30,940,31743332,9 ,111117,1594,0,245,30000000,2009,2
281,146,14000,3000,78616689,A.I. Artificial Intelligence ,238747,6217,0,2153,100000000,2001,2
80,112,41,1000,19151864,My Best Friend's Girl ,36983,3301,3,100,40000000,2008,1
156,92,52,723,27669413,Saw VI ,76207,3101,0,194,11000000,2009,1
36,104,116,1000,0,The Blue Lagoon ,50125,1662,0,140,4500000,1980,1
59,100,65,1000,19118247,Man of the House ,19829,6171,5,94,40000000,2005,1
91,102,11,10000,0,Red Riding: In the Year of Our Lord 1974 ,9305,10369,0,44,0,2009,2
45,114,73,695,15100000,Firestarter ,22797,3444,1,96,15000000,1984,1
133,104,93,11000,74058698,Along Came a Spider ,59232,17109,0,317,60000000,2001,1
146,107,110,23000,1190018,Equilibrium ,261317,25088,2,1137,20000000,2002,2
434,138,0,12000,101160529,Noah ,200022,32355,2,1240,125000000,2014,1
248,110,282,11000,124051759,The Legend of Tarzan ,42372,21175,2,239,180000000,2016,1
1,60,0,480,0,In the Heat of the Night             ,2258,1736,1,24,0,0,2
123,93,13,742,15126948,Halloween: The Curse of Michael Myers ,20815,1227,0,335,5000000,1995,0
47,152,194,103,23807,Lake of Fire ,2143,105,0,29,0,2006,2
4,84,5,670,0,Good Intentions ,553,2739,5,3,10000000,2010,1
21,120,664,990,0,The Birth of a Nation ,1197,3525,1,8,10000000,2016,1
129,98,36,13000,57262492,The Whole Nine Yards ,90374,17582,4,318,24000000,2000,1
19,90,48,940,15091542,The Adventures of Pinocchio ,4086,2465,2,22,25000000,1996,1
129,97,29,15000,48237389,The House Bunny ,63969,18789,1,126,25000000,2008,1
224,117,0,12000,81645152,Blade II ,158267,15371,1,559,54000000,2002,1
96,44,0,4000,0,Buffy the Vampire Slayer             ,101902,7970,0,665,2300000,0,2
4,30,0,995,0,Last Man Standing             ,15114,2465,1,87,0,0,2
46,119,8,3000,0,Another Happy Day ,3297,10984,4,42,4000000,2011,1
231,124,98,1000,19445217,Beautiful Creatures ,67796,3580,7,258,60000000,2013,1
186,126,13000,920,251188924,Batman ,269033,2725,0,817,35000000,1989,2
486,112,230,26000,206360018,Thor: The Dark World ,414070,59803,3,532,170000000,2013,2
348,101,473,833,190871240,Teenage Mutant Ninja Turtles ,167085,2690,0,491,125000000,2014,1
120,116,380,18000,40932372,The Siege ,58023,32563,0,281,70000000,1998,1
274,118,65,11000,57981889,The Lincoln Lawyer ,173848,13943,1,203,40000000,2011,2
32,80,522,813,194568,I Want Someone to Eat Cheese With ,2963,2179,0,28,1500000,2006,1
22,86,15,2,111300,Burn ,575,2,0,6,225000,2012,2
114,113,212,2000,21009180,Flight of the Phoenix ,45815,4397,4,222,45000000,2004,1
177,107,43,12000,126088877,Central Intelligence ,33354,14569,2,110,50000000,2016,1
220,83,181,731,37053924,30 Minutes or Less ,77935,1987,3,122,28000000,2011,1
174,122,87,2000,22000,The Divide ,30511,4920,4,226,3000000,2011,1
392,156,0,24000,336530303,Spider-Man 3 ,383056,46055,0,1902,258000000,2007,1
105,87,44,785,515005,A Hard Day's Night ,31429,2538,1,219,560000,1964,2
489,108,232,149,25440971,Ex Machina ,289508,430,0,611,15000000,2015,2
181,94,368,13000,125305545,Charlie's Angels ,145350,15419,0,643,92000000,2000,1
219,108,22,12000,10326062,Pandorum ,121432,14127,0,310,33000000,2009,1
252,147,0,6000,7219578,Mulholland Drive ,235992,8484,1,1768,15000000,2001,2
127,101,7,1000,35000629,Good Luck Chuck ,74622,2822,1,150,25000000,2007,1
134,129,395,18000,537580,Machine Gun Preacher ,52972,19620,1,124,30000000,2011,1
0,90,0,313,0,Dutch Kills ,57,366,2,2,25000,2015,0
226,139,777,131,6857096,Incendies ,80429,343,0,156,6800000,2010,2
393,105,335,3000,37516013,Abraham Lincoln: Vampire Hunter ,128629,8281,0,348,69000000,2012,1
157,109,80,19000,45489752,In Good Company ,48973,28493,2,214,26000000,2004,1
44,159,50,218,6498000,Baahubali: The Beginning ,62756,554,1,410,18026148,2015,2
195,91,19,968,12055108,Sunshine Cleaning ,61151,2528,0,134,8000000,2008,1
121,92,12,3000,8786715,Saved! ,40274,5668,5,324,5000000,2004,1
88,111,82,809,3895664,L'auberge espagnole ,34383,1858,0,149,5300000,2002,2
44,93,8,22000,0,Heist ,16198,24154,1,57,19000000,2015,1
145,96,51,8000,150315155,Daddy's Home ,54010,10886,2,130,50000000,2015,1
134,94,0,2000,16501785,Trainspotting ,469561,3559,4,514,3500000,1996,2
339,131,776,17000,73103784,White House Down ,164238,18204,2,434,150000000,2013,1
258,94,132,26000,17120019,Safe ,83097,27759,2,134,30000000,2012,1
175,106,487,685,12339633,Gattaca ,220591,1942,2,641,36000000,1997,2
84,96,22,8000,15427192,Drowning Mona ,11768,11078,0,148,16000000,2000,1
